NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,offensegroup,LONGITUDE,END_DATE,offense-text,SHIFT,YBLOCK,DISTRICT,WARD,YEAR,offensekey,BID,sector,PSA,ucr-rank,BLOCK_GROUP,VOTING_PRECINCT,XBLOCK,BLOCK,START_DATE,CCN,OFFENSE,OCTO_RECORD_ID,ANC,REPORT_DAT,METHOD,location,LATITUDE
cluster 8,005800,property,-77.0288543832191,2019-02-09T14:10:36.000,theft/other,day,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-02-09T13:43:44.000,19023641,theft/other,19023641-01,2C,2019-02-09T19:34:24.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.029626551764,2019-01-31T15:51:49.000,theft/other,evening,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-01-31T14:20:48.000,19017957,theft/other,19017957-01,2C,2019-01-31T20:51:36.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0328084635281,2019-02-01T16:18:29.000,motor vehicle theft,evening,136719,2,2,2019,property|motor vehicle theft,downtown,2D3,207,8,005800 1,precinct 129,397154,1400 - 1499 block of g street nw,2019-01-22T19:00:10.000,19018698,motor vehicle theft,19018698-01,2C,2019-02-02T02:03:34.000Z,others,"38.898324908784794,-77.032810757179632",38.8983171222125
cluster 8,005800,property,-77.0288543832191,2019-02-26T19:52:41.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-02-26T19:30:58.000,19033789,theft/other,19033789-01,2C,2019-02-27T02:36:08.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0307910736005,2019-03-04T19:30:24.000,theft f/auto,evening,136718,2,2,2019,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2019-03-04T18:30:23.000,19037292,theft f/auto,19037292-01,2C,2019-03-05T03:03:29.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,010100,property,-77.0288552613857,2019-03-15T22:30:42.000,theft f/auto,midnight,136959,2,2,2019,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397497,1200 - 1299 block of new york avenue nw,2019-03-15T20:00:51.000,19044281,theft f/auto,19044281-01,2C,2019-03-16T03:01:25.000Z,others,"38.900487959084074,-77.028857553938437",38.9004801719282
cluster 8,010100,property,-77.0336505541165,2019-03-22T10:30:16.000,theft/other,day,136849,2,2,2019,property|theft/other,downtown,2D3,207,6,010100 1,precinct 17,397081,718 - 799 block of 15th street nw,2019-03-21T20:00:11.000,19050795,theft/other,19050795-01,2B,2019-03-26T18:34:32.000Z,others,"38.89949575636841,-77.033652848101724",38.8994879695915
cluster 8,005800,violent,-77.0296376230052,2019-01-27T16:08:09.000,robbery,evening,136542,2,2,2019,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397429,500 - 599 block of 13th street nw,2019-01-27T14:09:38.000,19015563,robbery,19015563-01,2C,2019-01-27T21:07:49.000Z,others,"38.896731275821011,-77.029639915572076",38.8967234894519
cluster 8,010100,property,-77.0328093294496,2019-04-15T18:40:36.000,theft/other,evening,136928,2,2,2019,property|theft/other,downtown,2D3,207,6,010100 1,precinct 129,397154,1400 - 1499 block of h street nw,2019-04-15T18:30:16.000,19064097,theft/other,19064097-01,2C,2019-04-16T02:12:22.000Z,others,"38.900207656211471,-77.032811623216446",38.9001998692596
cluster 8,005800,violent,-77.0328088198348,2019-04-26T19:30:41.000,assault w/dangerous weapon,evening,136805,2,2,2019,violent|assault w/dangerous weapon,downtown,2D3,207,3,005800 1,precinct 129,397154,1400 - 1499 block of new york avenue nw,2019-04-26T19:22:02.000,19071306,assault w/dangerous weapon,19071306-01,2C,2019-04-27T02:00:49.000Z,others,"38.899099627898394,-77.032811113533725",38.8990918411699
cluster 8,005800,property,-77.0288543832191,2019-05-10T18:30:29.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-05-10T17:50:41.000,19080584,theft/other,19080584-01,2C,2019-05-10T23:47:02.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0328088198348,2019-05-01T07:59:33.000,theft/other,day,136805,2,2,2019,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397154,1400 - 1499 block of new york avenue nw,2019-05-01T07:17:56.000,19074021,theft/other,19074021-01,2C,2019-05-01T11:59:10.000Z,others,"38.899099627898394,-77.032811113533725",38.8990918411699
cluster 8,005800,property,-77.028865517463,2019-03-06T11:50:18.000,theft/other,evening,136610,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397496,1200 - 1299 block of f street nw,2019-03-06T11:48:39.000,19038384,theft/other,19038384-01,2C,2019-03-06T22:00:05.000Z,others,"38.897344038041311,-77.028867809826934",38.8973362515198
cluster 8,005800,property,-77.0288543832191,2019-04-22T15:30:47.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-04-22T14:44:22.000,19068288,theft/other,19068288-01,2C,2019-04-22T20:24:34.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,violent,-77.0319667073705,2019-05-17T03:00:07.000,robbery,midnight,136665,2,2,2019,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397227,600 - 699 block of 14th street nw,2019-05-17T02:30:38.000,19084512,robbery,19084512-01,2C,2019-05-17T07:58:44.000Z,others,"38.897838690533028,-77.031969000730271",38.8978309040274
cluster 8,005800,property,-77.0307910736005,,burglary,day,136718,2,2,2019,property|burglary,downtown,2D3,209,5,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2019-05-06T07:49:06.000,19077425,burglary,19077425-01,2C,2019-05-06T15:30:03.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,010100,property,-77.0336505541165,2019-02-03T20:40:27.000,theft f/auto,evening,136849,2,2,2019,property|theft f/auto,downtown,2D3,207,7,010100 1,precinct 17,397081,718 - 799 block of 15th street nw,2019-02-03T19:39:40.000,19019849,theft f/auto,19019849-01,2B,2019-02-04T01:46:11.000Z,others,"38.89949575636841,-77.033652848101724",38.8994879695915
cluster 8,005800,property,-77.0319556355216,2019-03-29T14:30:54.000,theft/other,evening,136778,2,2,2019,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397228,700 - 723 block of 14th street nw,2019-03-29T13:00:15.000,19052958,theft/other,19052958-01,2C,2019-03-29T23:52:30.000Z,others,"38.898856638638833,-77.031957928940045",38.8988488519276
cluster 8,005800,property,-77.0328084635281,2019-01-09T17:00:54.000,theft/other,day,136719,2,2,2019,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397154,1400 - 1499 block of g street nw,2019-01-09T08:45:16.000,19005694,theft/other,19005694-01,2C,2019-01-10T15:55:00.000Z,others,"38.898324908784794,-77.032810757179632",38.8983171222125
cluster 8,005800,property,-77.0308021853212,,theft f/auto,day,136611,2,2,2019,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2019-01-20T10:22:02.000,19011234,theft f/auto,19011234-01,2C,2019-01-20T17:10:08.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,005800,property,-77.0280823069806,2019-01-01T12:50:54.000,theft/other,evening,136801,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397564,700 - 799 block of 12th street nw,2019-01-01T12:40:14.000,19000447,theft/other,19000447-01,2C,2019-01-01T21:00:21.000Z,others,"38.899064826422212,-77.028084599205727",38.8990570395245
cluster 8,005800,property,-77.0319777385228,2019-01-15T16:48:19.000,theft/other,evening,136542,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2019-01-14T17:26:02.000,19008462,theft/other,19008462-01,2C,2019-01-15T21:48:04.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
