NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,offensegroup,LONGITUDE,END_DATE,offense-text,SHIFT,YBLOCK,DISTRICT,WARD,YEAR,offensekey,BID,sector,PSA,ucr-rank,BLOCK_GROUP,VOTING_PRECINCT,XBLOCK,BLOCK,START_DATE,CCN,OFFENSE,OCTO_RECORD_ID,ANC,REPORT_DAT,METHOD,location,LATITUDE
cluster 8,005800,property,-77.028865517463,2019-01-07T17:34:58.000,theft/other,evening,136610,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397496,1200 - 1299 block of f street nw,2019-01-07T17:30:04.000,19004192,theft/other,19004192-01,2C,2019-01-07T23:51:46.000Z,others,"38.897344038041311,-77.028867809826934",38.8973362515198
cluster 8,005800,property,-77.0288543832191,2019-01-12T17:29:03.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-01-12T17:10:40.000,19007120,theft/other,19007120-01,2C,2019-01-12T23:05:35.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2019-01-13T15:58:43.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-01-13T15:36:21.000,19007505,theft/other,19007505-01,2C,2019-01-13T21:36:30.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0319667073705,2019-01-08T19:30:49.000,theft/other,evening,136665,2,2,2019,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397227,600 - 699 block of 14th street nw,2019-01-08T19:00:46.000,19004824,theft/other,19004824-01,2C,2019-01-09T01:24:25.000Z,others,"38.897838690533028,-77.031969000730271",38.8978309040274
cluster 8,005800,property,-77.029626551764,2019-04-02T20:59:06.000,theft/other,evening,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-04-02T18:53:28.000,19055549,theft/other,19055549-01,2C,2019-04-03T21:29:47.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.029626551764,2019-03-23T17:44:51.000,theft/other,evening,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-03-23T17:17:00.000,19049068,theft/other,19049068-01,2C,2019-03-24T00:33:46.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.029626551764,2019-03-19T11:25:14.000,theft/other,day,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-03-19T11:20:43.000,19046323,theft/other,19046323-01,2C,2019-03-19T15:55:00.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0288543832191,,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-03-29T16:56:49.000,19052964,theft/other,19052964-01,2C,2019-03-29T21:57:50.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0328088198348,2019-01-26T09:00:55.000,theft/other,day,136805,2,2,2019,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397154,1400 - 1499 block of new york avenue nw,2019-01-26T07:30:52.000,19014952,theft/other,19014952-01,2C,2019-01-26T18:33:36.000Z,others,"38.899099627898394,-77.032811113533725",38.8990918411699
cluster 8,005800,property,-77.0288543832191,2019-03-15T18:24:05.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-03-15T16:55:43.000,19044043,theft/other,19044043-01,2C,2019-03-15T22:16:14.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.029626551764,2019-02-12T16:50:08.000,theft/other,evening,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-02-12T16:30:07.000,19025306,theft/other,19025306-01,2C,2019-02-13T02:15:41.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0288543832191,2019-02-16T20:07:37.000,theft/other,evening,136718,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2019-02-16T20:01:57.000,19028032,theft/other,19028032-01,2C,2019-02-17T01:56:51.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.029626551764,2019-02-08T13:45:02.000,theft/other,evening,136664,2,2,2019,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2019-02-08T13:30:12.000,19025316,theft/other,19025316-01,2C,2019-02-13T02:24:13.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,010100,property,-77.0336505541165,2019-02-03T20:30:25.000,theft f/auto,evening,136849,2,2,2019,property|theft f/auto,downtown,2D3,207,7,010100 1,precinct 17,397081,718 - 799 block of 15th street nw,2019-02-03T18:30:28.000,19019857,theft f/auto,19019857-01,2B,2019-02-04T02:01:30.000Z,others,"38.89949575636841,-77.033652848101724",38.8994879695915
cluster 8,005800,property,-77.0328088198348,2018-12-31T11:02:00.000,theft f/auto,day,136805,2,2,2019,property|theft f/auto,downtown,2D3,207,7,005800 1,precinct 129,397154,1400 - 1499 block of new york avenue nw,2018-12-31T11:00:00.000,19400053,theft f/auto,19400053-01,2C,2019-01-02T15:06:40.000Z,others,"38.899099627898394,-77.032811113533725",38.8990918411699
cluster 8,005800,property,-77.02809334899,2018-02-05T19:20:56.000,theft/other,evening,136664,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397563,600 - 699 block of 12th street nw,2018-02-05T19:01:17.000,18020285,theft/other,18020285-01,2C,2018-02-06T02:03:24.000Z,others,"38.897830678005782,-77.028095641143224",38.8978228913574
cluster 8,005800,property,-77.0288543832191,2018-02-21T12:10:40.000,theft/other,day,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-02-21T11:20:55.000,18029315,theft/other,18029315-01,2C,2018-02-21T17:26:47.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.029626551764,2018-02-08T10:05:18.000,theft/other,day,136664,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2018-02-08T10:00:18.000,18021774,theft/other,18021774-01,2C,2018-02-08T16:25:31.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.028865517463,2018-03-12T11:15:08.000,theft/other,midnight,136610,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397496,1200 - 1299 block of f street nw,2018-03-12T10:45:34.000,18040322,theft/other,18040322-01,2C,2018-03-14T10:29:39.000Z,others,"38.897344038041311,-77.028867809826934",38.8973362515198
cluster 8,010100,property,-77.0308039046424,2018-02-13T18:55:06.000,theft f/auto,evening,137053,2,2,2018,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2018-02-13T18:00:36.000,18024846,theft f/auto,18024846-01,2C,2018-02-14T02:25:40.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.029626551764,,theft/other,evening,136664,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2018-08-21T15:22:21.000,18139477,theft/other,18139477-01,2C,2018-08-21T20:34:09.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,010100,property,-77.0328093294496,2018-11-01T02:41:15.000,theft f/auto,midnight,136928,2,2,2018,property|theft f/auto,downtown,2D3,207,7,010100 1,precinct 129,397154,1400 - 1499 block of h street nw,2018-11-01T00:30:53.000,18185342,theft f/auto,18185342-01,2C,2018-11-01T07:15:27.000Z,others,"38.900207656211471,-77.032811623216446",38.9001998692596
cluster 8,005800,property,-77.0319667073705,2018-12-11T09:36:34.000,theft/other,day,136665,2,2,2018,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397227,600 - 699 block of 14th street nw,2018-12-10T17:30:55.000,18209873,theft/other,18209873-01,2C,2018-12-11T14:35:38.000Z,others,"38.897838690533028,-77.031969000730271",38.8978309040274
cluster 8,005800,property,-77.0319777385228,,theft/other,evening,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-11-09T15:13:44.000,18190654,theft/other,18190654-01,2C,2018-11-09T22:03:23.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0319777385228,2018-12-02T16:06:57.000,theft/other,evening,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-12-02T14:44:01.000,18204623,theft/other,18204623-01,2C,2018-12-04T20:18:04.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0308016524484,2018-11-01T22:00:03.000,theft/other,midnight,136474,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2018-11-01T20:30:27.000,18185959,theft/other,18185959-01,2C,2018-11-02T03:55:35.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,010100,violent,-77.0308039046424,2018-12-20T15:10:58.000,robbery,evening,137053,2,2,2018,violent|robbery,downtown,2D3,209,4,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2018-12-20T15:07:42.000,18215801,robbery,18215801-01,2C,2018-12-20T21:31:41.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.0319777385228,2018-11-06T18:34:03.000,theft/other,midnight,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-11-06T18:24:34.000,18188984,theft/other,18188984-01,2C,2018-11-07T06:33:48.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0288543832191,,theft/other,day,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-11-15T11:49:06.000,18194246,theft/other,18194246-01,2C,2018-11-15T17:22:26.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,010100,property,-77.0328093294496,2018-11-11T01:45:41.000,theft f/auto,midnight,136928,2,2,2018,property|theft f/auto,downtown,2D3,207,7,010100 1,precinct 129,397154,1400 - 1499 block of h street nw,2018-11-10T22:45:30.000,18191693,theft f/auto,18191693-01,2C,2018-11-11T08:15:15.000Z,others,"38.900207656211471,-77.032811623216446",38.9001998692596
cluster 8,005800,property,-77.0307910736005,2018-10-22T18:39:36.000,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-10-22T17:26:52.000,18179318,theft/other,18179318-01,2C,2018-10-23T00:50:03.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,010100,property,-77.0308039046424,2018-09-19T11:56:07.000,theft/other,day,137053,2,2,2018,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2018-09-17T09:00:27.000,18158024,theft/other,18158024-01,2C,2018-09-19T17:51:17.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.0311490330435,2018-10-10T11:54:37.000,theft/other,day,136869,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397298,1300 - 1399 block of new york avenue nw,2018-10-10T10:20:10.000,18171725,theft/other,18171725-01,2C,2018-10-10T17:12:30.000Z,others,"38.899676617465396,-77.031151326260883",38.8996688305587
cluster 8,010100,property,-77.0336505541165,,theft/other,day,136849,2,2,2018,property|theft/other,downtown,2D3,207,6,010100 1,precinct 17,397081,718 - 799 block of 15th street nw,2018-10-26T11:39:58.000,18181600,theft/other,18181600-01,2B,2018-10-26T16:38:01.000Z,others,"38.89949575636841,-77.033652848101724",38.8994879695915
cluster 8,005800,property,-77.0307910736005,2018-02-13T13:10:00.000,theft/other,day,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-02-13T12:01:00.000,18400237,theft/other,18400237-01,2C,2018-02-14T17:31:25.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.028865517463,2018-11-07T18:13:18.000,theft/other,evening,136610,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397496,1200 - 1299 block of f street nw,2018-11-07T10:55:45.000,18190063,theft/other,18190063-01,2C,2018-11-09T02:08:18.000Z,others,"38.897344038041311,-77.028867809826934",38.8973362515198
cluster 8,010100,property,-77.0311031522281,2018-12-15T05:21:21.000,theft f/auto,midnight,136928,2,2,2018,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397302,1306 - 1399 block of h street nw,2018-12-15T03:06:52.000,18212459,theft f/auto,18212459-01,2C,2018-12-15T10:19:37.000Z,others,"38.900208122985063,-77.03110544546368",38.9002003359694
cluster 8,005800,property,-77.0308016524484,2018-03-19T17:30:00.000,theft f/auto,evening,136474,2,2,2018,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2018-03-14T10:30:00.000,18400384,theft f/auto,18400384-01,2C,2018-03-19T22:05:46.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,005800,property,-77.0280823069806,2018-12-27T23:44:34.000,theft/other,midnight,136801,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397564,700 - 799 block of 12th street nw,2018-12-27T22:08:47.000,18219813,theft/other,18219813-01,2C,2018-12-28T04:47:56.000Z,others,"38.899064826422212,-77.028084599205727",38.8990570395245
cluster 8,010100,property,-77.0336505541165,2018-07-05T09:00:00.000,theft/other,day,136849,2,2,2018,property|theft/other,downtown,2D3,207,6,010100 1,precinct 17,397081,718 - 799 block of 15th street nw,2018-07-01T12:10:00.000,18400985,theft/other,18400985-01,2B,2018-07-09T16:14:07.000Z,others,"38.89949575636841,-77.033652848101724",38.8994879695915
cluster 8,005800,property,-77.0328080160841,2018-07-15T20:26:07.000,theft/other,evening,136611,2,2,2018,property|theft/other,downtown,2D3,207,6,005800 1,precinct 129,397154,1400 - 1499 block of f street nw,2018-07-15T20:24:55.000,18116363,theft/other,18116363-01,2C,2018-07-16T00:40:09.000Z,others,"38.89735200556008,-77.032810309676137",38.897344219184
cluster 8,010100,property,-77.0328093294496,2018-06-27T20:00:45.000,motor vehicle theft,midnight,136928,2,2,2018,property|motor vehicle theft,downtown,2D3,207,8,010100 1,precinct 129,397154,1400 - 1499 block of h street nw,2018-06-27T15:00:24.000,18105166,motor vehicle theft,18105166-01,2C,2018-06-28T04:12:54.000Z,others,"38.900207656211471,-77.032811623216446",38.9001998692596
cluster 8,005800,property,-77.029626551764,2018-08-04T11:00:07.000,burglary,evening,136664,2,2,2018,property|burglary,downtown,2D3,209,5,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2018-08-04T10:30:04.000,18129139,burglary,18129139-01,2C,2018-08-05T00:40:39.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.029626551764,2018-06-24T18:28:30.000,theft/other,evening,136664,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2018-06-24T16:10:28.000,18103065,theft/other,18103065-01,2C,2018-06-25T00:00:04.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0308016524484,2018-06-25T11:36:48.000,theft/other,day,136474,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2018-06-25T08:43:13.000,18103442,theft/other,18103442-01,2C,2018-06-25T16:41:48.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,005800,property,-77.0308021853212,2018-08-14T23:52:12.000,theft/other,midnight,136611,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2018-08-14T17:00:41.000,18135310,theft/other,18135310-01,2C,2018-08-15T03:51:43.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,005800,property,-77.0307910736005,2018-03-17T19:30:30.000,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-03-17T18:27:23.000,18043362,theft/other,18043362-01,2C,2018-03-18T01:54:29.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.0307910736005,2018-05-03T16:59:00.000,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-05-03T16:30:46.000,18070864,theft/other,18070864-01,2C,2018-05-04T01:09:01.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.0288543832191,2018-04-09T12:03:25.000,theft/other,day,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-04-09T10:58:12.000,18056327,theft/other,18056327-01,2C,2018-04-09T16:02:39.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0308021853212,2018-01-07T04:59:17.000,burglary,midnight,136611,2,2,2018,property|burglary,downtown,2D3,209,5,005800 1,precinct 129,397328,1300 - 1399 block of f street nw,2018-01-07T04:30:33.000,18003253,burglary,18003253-01,2C,2018-01-07T09:59:42.000Z,others,"38.897352551739573,-77.030804478288715",38.8973447652886
cluster 8,005800,property,-77.0319777385228,2018-01-11T20:50:44.000,theft/other,evening,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397226,500 - 599 block of 14th street nw,2018-01-11T20:46:32.000,18005931,theft/other,18005931-01,2C,2018-01-12T03:15:56.000Z,others,"38.896730658591935,-77.031980031818335",38.8967228723102
cluster 8,005800,property,-77.0307910736005,2018-01-26T18:01:44.000,theft f/auto,evening,136718,2,2,2018,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-01-26T17:28:09.000,18014567,theft f/auto,18014567-01,2C,2018-01-27T00:55:48.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,005800,property,-77.0296376230052,2018-01-07T20:19:47.000,theft/other,midnight,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397429,500 - 599 block of 13th street nw,2018-01-07T18:00:37.000,18003511,theft/other,18003511-01,2C,2018-01-08T04:57:55.000Z,others,"38.896731275821011,-77.029639915572076",38.8967234894519
cluster 8,005800,property,-77.0307910736005,2018-02-23T15:11:08.000,theft/other,midnight,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397329,1300 - 1399 block of g street nw,2018-02-21T12:00:59.000,18030642,theft/other,18030642-01,2C,2018-02-24T04:18:19.000Z,others,"38.898316449648604,-77.030793366623413",38.8983086630028
cluster 8,010100,property,-77.0308039046424,2018-01-13T14:09:10.000,theft f/auto,day,137053,2,2,2018,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2018-01-13T12:00:45.000,18006953,theft f/auto,18006953-01,2C,2018-01-13T19:41:30.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,violent,-77.0308016524484,2018-02-28T19:20:42.000,robbery,evening,136474,2,2,2018,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2018-02-28T16:31:14.000,18033640,robbery,18033640-01,2C,2018-03-01T01:48:52.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,010100,property,-77.0311031522281,2018-07-26T18:15:26.000,theft/other,evening,136928,2,2,2018,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397302,1306 - 1399 block of h street nw,2018-07-26T18:10:34.000,18123370,theft/other,18123370-01,2C,2018-07-26T22:51:07.000Z,others,"38.900208122985063,-77.03110544546368",38.9002003359694
cluster 8,005800,property,-77.0288543832191,,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-04-09T17:48:36.000,18056595,theft/other,18056595-01,2C,2018-04-09T23:03:24.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2018-03-30T13:35:46.000,theft/other,day,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-03-30T13:31:31.000,18050493,theft/other,18050493-01,2C,2018-03-30T18:25:15.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2018-07-13T20:40:32.000,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-07-13T20:28:54.000,18115148,theft/other,18115148-01,2C,2018-07-14T01:27:11.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2018-07-17T16:18:39.000,theft/other,evening,136718,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2018-07-17T16:15:35.000,18117563,theft/other,18117563-01,2C,2018-07-17T21:04:07.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0296376230052,2018-08-01T14:20:04.000,theft/other,evening,136542,2,2,2018,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397429,500 - 599 block of 13th street nw,2018-08-01T14:15:21.000,18127840,theft/other,18127840-01,2C,2018-08-03T01:39:20.000Z,others,"38.896731275821011,-77.029639915572076",38.8967234894519
cluster 8,010100,property,-77.0288552613857,2018-06-08T04:30:10.000,theft/other,midnight,136959,2,2,2018,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397497,1200 - 1299 block of new york avenue nw,2018-06-08T03:37:34.000,18093220,theft/other,18093220-01,2C,2018-06-09T08:06:38.000Z,others,"38.900487959084074,-77.028857553938437",38.9004801719282
,006202,property,-77.0336497679838,2017-06-08T19:54:40.000,theft/other,day,136664,2,2,2017,property|theft/other,,2D3,207,6,006202 1,precinct 2,397081,600 - 699 block of 15th street nw,2017-06-08T19:00:43.000,17098549,theft/other,17098549-01,2A,2017-06-10T15:45:20.000Z,others,"38.897829209428814,-77.033652061867045",38.8978214229879
cluster 8,005800,property,-77.0275632562836,2017-07-31T19:30:29.000,theft/other,day,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397609,1100 - 1199 block of g street nw,2017-07-31T09:00:33.000,17132393,theft/other,17132393-01,2C,2017-08-02T13:18:09.000Z,others,"38.898317255946942,-77.027565548301482",38.8983094691806
cluster 8,005800,property,-77.029626551764,2017-07-11T19:44:38.000,theft/other,evening,136664,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2017-07-11T19:38:42.000,17118984,theft/other,17118984-01,2C,2017-07-12T00:46:44.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.0288543832191,,theft/other,day,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-07-03T10:59:33.000,17113415,theft/other,17113415-01,2C,2017-07-03T16:14:26.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,010100,property,-77.0328093294496,2017-05-19T19:30:06.000,theft/other,evening,136928,2,2,2017,property|theft/other,downtown,2D3,207,6,010100 1,precinct 129,397154,1400 - 1499 block of h street nw,2017-05-19T18:30:06.000,17084260,theft/other,17084260-01,2C,2017-05-20T00:43:41.000Z,others,"38.900207656211471,-77.032811623216446",38.9001998692596
cluster 8,005800,violent,-77.0308016524484,2017-06-13T16:48:34.000,robbery,evening,136474,2,2,2017,violent|robbery,downtown,2D3,209,4,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2017-06-13T15:12:56.000,17100514,robbery,17100514-01,2C,2017-06-13T20:48:35.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,005800,property,-77.0308016524484,2017-05-31T11:52:36.000,theft f/auto,day,136474,2,2,2017,property|theft f/auto,downtown,2D3,209,7,005800 1,precinct 129,397328,1300 - 1399 block of pennsylvania avenue nw,2017-05-31T10:30:53.000,17091781,theft f/auto,17091781-01,2C,2017-05-31T15:52:38.000Z,others,"38.896118405730199,-77.030803945340352",38.8961106195281
cluster 8,010100,property,-77.0308039046424,2017-06-29T20:30:57.000,theft f/auto,evening,137053,2,2,2017,property|theft f/auto,downtown,2D3,209,7,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2017-06-29T20:20:29.000,17111232,theft f/auto,17111232-01,2C,2017-06-30T01:21:00.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.0288543832191,2017-07-13T12:10:01.000,theft/other,day,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-07-13T11:37:31.000,17120018,theft/other,17120018-01,2C,2017-07-13T16:54:08.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.029626551764,2017-07-27T21:16:37.000,theft/other,evening,136664,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397430,600 - 699 block of 13th street nw,2017-07-27T18:56:19.000,17129123,theft/other,17129123-01,2C,2017-07-28T01:38:02.000Z,others,"38.897830299177315,-77.029628844394551",38.8978225125861
cluster 8,005800,property,-77.02809334899,2017-07-18T14:35:17.000,theft/other,evening,136664,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397563,600 - 699 block of 12th street nw,2017-07-18T14:30:38.000,17123247,theft/other,17123247-01,2C,2017-07-18T19:23:34.000Z,others,"38.897830678005782,-77.028095641143224",38.8978228913574
cluster 8,010100,property,-77.0308039046424,2017-09-09T23:33:39.000,theft/other,midnight,137053,2,2,2017,property|theft/other,downtown,2D3,209,6,010100 1,precinct 129,397328,1300 - 1399 block of i street nw,2017-09-09T22:41:31.000,17156627,theft/other,17156627-01,2C,2017-09-10T08:35:45.000Z,others,"38.901334247229343,-77.030806197853636",38.9013264599755
cluster 8,005800,property,-77.0288543832191,2017-09-21T17:04:30.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-09-21T14:29:09.000,17164073,theft/other,17164073-01,2C,2017-09-21T21:10:20.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
cluster 8,005800,property,-77.0288543832191,2017-09-21T17:15:33.000,theft/other,evening,136718,2,2,2017,property|theft/other,downtown,2D3,209,6,005800 1,precinct 129,397497,1200 - 1299 block of g street nw,2017-09-21T16:46:05.000,17164075,theft/other,17164075-01,2C,2017-09-21T21:41:39.000Z,others,"38.898316944129917,-77.028856675638977",38.8983091574118
